R,G,B,T
252,252,252,298
210,210,210,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
209,209,209,298
