R,G,B
3,1,2
2,2,4
2,1,6
2,1,6
2,1,6
2,1,6
1,0,5
1,0,5
1,0,5
3,1,6
4,2,7
4,2,7
3,2,7
4,3,8
4,3,8
4,3,8
5,3,6
7,1,1
7,2,0
7,2,0
7,2,0
7,2,0
7,1,1
7,1,1
6,2,1
8,4,3
8,4,3
8,4,3
8,4,5
8,4,5
6,4,5
6,4,5
8,4,5
6,2,0
6,2,0
6,2,0
6,2,0
6,2,0
6,2,0
6,2,0
6,2,0
5,1,0
7,3,2
8,4,3
8,4,3
7,3,4
7,3,4
8,4,5
9,5,6
6,2,1
7,3,2
7,3,2
7,3,2
8,2,2
9,3,3
9,3,3
9,3,3
13,4,5
13,4,5
12,3,4
12,3,4
13,3,4
12,2,1
12,2,1
11,2,3
6,5,3
5,5,3
5,5,3
5,5,3
5,5,3
5,5,3
5,5,3
5,5,3
2,2,0
3,3,1
4,4,2
4,4,2
4,4,2
4,4,2
3,3,1
3,2,0
8,7,3
9,6,1
8,5,0
7,4,0
6,3,0
7,4,0
7,4,0
8,5,0
7,4,0
9,6,1
10,7,2
10,7,2
9,6,1
8,5,0
8,5,0
9,6,1
10,5,1
10,5,0
11,6,0
11,6,0
10,5,0
9,4,0
8,3,0
8,3,0
10,5,2
10,5,2
9,4,1
9,3,3
8,2,2
8,2,2
8,2,2
8,2,2
10,5,2
10,5,1
10,5,1
10,5,1
10,5,1
10,5,1
10,5,1
10,5,2
9,4,1
9,4,1
8,3,0
7,2,0
7,2,0
8,3,0
9,4,1
9,4,1
10,2,3
11,2,3
11,2,3
11,2,3
11,2,3
11,2,3
11,2,3
11,2,5
11,2,5
9,3,5
9,3,5
8,2,4
8,2,4
8,2,4
8,2,4
6,1,5
7,2,8
7,0,8
6,0,7
6,0,7
6,0,7
6,0,7
7,0,7
10,0,8
13,3,11
13,2,10
12,1,7
11,0,6
11,0,6
12,0,6
12,0,6
12,1,7
6,1,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
7,3,4
7,3,4
7,3,4
7,3,4
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
7,2,3
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
4,2,5
3,1,6
3,1,6
3,1,6
3,1,6
3,1,6
4,2,7
3,2,7
3,2,7
2,1,6
2,1,6
3,2,7
3,2,7
3,2,7
4,3,8
4,3,8
4,4,6
6,2,3
7,1,1
7,1,1
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
8,4,5
6,4,7
6,4,7
6,4,7
6,4,7
6,4,7
6,4,7
6,4,7
5,3,4
5,4,2
5,3,4
5,3,4
5,3,4
5,3,4
5,3,4
5,3,4
6,2,3
8,4,5
9,4,8
9,4,8
9,3,7
9,3,7
10,4,8
11,5,9
8,2,6
8,2,6
9,3,7
9,3,7
11,2,7
12,3,8
12,3,6
12,3,6
15,4,8
15,4,8
15,4,8
14,3,7
15,3,7
14,2,6
14,2,6
13,2,6
10,4,6
9,4,8
9,4,8
9,4,8
9,4,8
9,4,8
9,4,8
9,4,8
7,2,6
8,3,7
9,4,8
9,4,8
9,5,8
9,4,8
8,3,7
7,3,4
12,7,4
11,6,3
9,4,1
8,3,0
8,3,0
8,3,0
9,4,1
9,4,1
11,6,3
12,7,4
12,7,4
12,6,4
10,5,2
10,5,2
12,7,4
13,8,5
12,4,2
12,4,2
13,5,3
13,5,3
13,5,3
12,4,2
10,2,0
9,0,1
12,3,4
12,3,6
12,3,6
12,3,6
11,2,5
11,2,7
10,1,6
10,1,4
13,4,5
13,4,5
13,4,5
13,4,5
13,4,5
13,4,5
13,4,5
13,4,5
11,5,5
10,4,4
9,3,3
8,3,2
8,2,4
9,3,5
10,4,6
13,4,7
12,1,5
12,1,5
12,1,5
12,1,5
12,1,5
12,1,5
11,2,5
11,2,7
10,4,8
10,4,8
10,4,8
8,3,7
8,3,7
8,3,7
7,2,6
7,2,6
8,3,9
7,2,9
6,1,8
5,0,7
5,0,7
7,0,8
8,1,9
9,2,10
12,5,12
14,4,12
12,2,10
11,1,9
11,1,9
12,1,9
13,2,10
12,2,10
6,1,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
6,2,3
6,2,3
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
8,4,5
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
6,3,3
6,2,3
5,3,4
2,0,3
2,0,5
3,1,6
3,1,6
4,2,7
5,3,8
4,3,8
4,3,8
2,1,6
2,1,6
1,2,6
2,3,7
2,3,7
3,4,8
3,4,8
4,3,8
4,2,5
4,2,5
4,2,5
6,2,3
6,2,3
6,1,5
4,2,5
4,2,5
6,4,7
6,4,7
6,4,7
6,4,7
6,4,7
6,4,7
6,4,7
6,4,7
6,4,7
8,3,7
8,3,7
8,3,7
8,3,7
8,3,7
8,3,7
8,3,7
8,2,6
9,3,7
10,4,8
10,4,8
11,2,7
11,2,7
13,4,9
14,5,10
10,1,6
11,2,7
11,2,7
13,2,8
13,2,8
14,3,9
14,3,7
15,3,7
17,5,9
17,5,9
17,5,9
18,3,8
18,3,6
17,2,5
17,2,5
16,1,4
15,3,5
15,3,7
15,3,7
15,3,7
15,3,7
15,3,7
15,3,7
15,3,7
14,2,6
15,3,7
15,3,7
16,4,8
16,4,8
15,3,7
15,3,7
14,2,4
16,4,4
17,3,2
16,2,1
15,1,0
14,0,0
15,1,0
15,1,0
16,2,1
19,5,4
20,6,5
19,5,4
18,4,3
16,2,1
17,3,2
19,5,4
19,8,6
13,2,0
13,3,1
14,4,3
15,5,3
14,4,2
13,3,1
12,2,1
10,0,0
14,4,5
14,4,5
13,3,4
13,3,4
13,2,6
12,1,5
12,1,5
13,1,5
16,4,6
16,4,4
16,4,4
16,4,4
16,4,4
15,5,6
15,5,6
15,5,6
13,4,5
13,4,7
11,2,5
10,1,4
10,1,4
11,2,7
13,4,9
14,3,7
13,1,3
15,0,3
13,1,3
13,1,3
13,1,3
12,2,3
12,1,4
11,2,5
13,4,7
11,5,8
11,5,9
9,4,8
9,4,8
8,3,7
6,4,7
5,3,6
6,4,9
5,3,8
4,2,7
3,1,6
3,1,6
4,2,7
5,3,8
8,3,9
13,8,14
12,5,13
11,4,11
10,3,10
9,2,9
10,3,10
13,3,11
11,4,11
7,2,6
5,3,6
5,3,6
5,3,6
5,3,6
5,3,6
5,3,7
5,3,6
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,5
4,2,4
5,1,2
6,2,3
6,2,3
7,3,4
7,3,4
8,4,5
8,4,5
9,5,6
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
4,2,5
7,2,8
7,2,8
7,2,8
7,2,8
5,3,8
5,3,8
5,3,8
5,3,8
1,0,5
2,1,6
2,1,6
2,1,6
1,2,6
1,2,6
1,2,6
0,1,5
1,0,5
3,1,6
3,1,6
2,0,5
2,0,5
2,0,5
4,2,7
7,5,10
4,0,3
7,2,6
9,4,8
10,5,9
8,3,7
7,2,6
7,2,6
8,2,6
10,4,8
10,3,10
12,2,10
13,3,11
13,3,11
13,3,11
15,4,10
15,4,10
13,0,7
14,1,8
15,2,9
15,2,9
16,1,8
16,1,8
17,2,9
18,3,10
17,2,9
17,0,6
16,0,5
17,0,5
16,0,5
18,1,7
18,3,6
22,3,7
20,1,3
22,2,4
23,3,4
22,2,3
20,0,1
20,0,0
21,0,0
22,0,2
26,4,6
23,1,3
20,0,0
20,0,0
23,1,3
25,3,5
25,3,5
24,2,4
25,3,5
25,3,5
25,3,5
25,3,5
25,3,5
25,3,5
25,3,5
27,2,5
30,6,6
29,5,3
29,5,3
29,5,3
28,4,2
28,4,2
28,4,2
27,3,1
24,0,0
24,1,0
27,3,1
28,4,2
28,4,2
28,4,2
26,2,0
24,3,0
23,5,1
23,5,1
22,4,0
21,3,0
20,2,0
19,1,0
19,1,0
18,0,0
21,3,3
24,6,6
25,7,7
23,5,5
19,0,2
18,0,1
22,3,5
26,7,9
27,9,9
