R,G,B,T
89,89,139,298
10,10,163,298
0,0,168,298
1,1,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,164,298
0,0,173,298
0,0,145,298
0,0,112,298
0,0,169,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,164,298
0,0,173,298
0,0,148,298
0,0,111,298
0,0,168,298
0,0,167,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,164,298
0,0,174,298
0,0,141,298
0,0,114,298
0,0,171,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,163,298
0,0,179,298
0,0,121,298
0,0,30,298
0,0,69,298
0,0,172,298
0,0,167,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,164,298
0,0,174,298
0,0,138,298
0,0,116,298
0,0,172,298
0,0,165,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,165,298
0,0,168,298
0,0,160,298
0,0,134,298
0,0,134,298
0,0,169,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,164,298
0,0,174,298
0,0,134,298
0,0,119,298
0,0,173,298
0,0,165,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,165,298
0,0,172,298
0,0,140,298
0,0,128,298
0,0,159,298
0,0,167,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,165,298
0,0,169,298
0,0,146,298
0,0,30,298
0,0,45,298
0,0,181,298
0,0,163,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,165,298
0,0,174,298
0,0,124,298
0,0,128,298
0,0,175,298
0,0,164,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,168,298
0,0,152,298
0,0,130,298
0,0,145,298
0,0,170,298
0,0,165,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,165,298
0,0,174,298
0,0,121,298
0,0,131,298
0,0,175,298
0,0,164,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,165,298
0,0,174,298
0,0,124,298
0,0,128,298
0,0,175,298
0,0,164,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,167,298
0,0,129,298
0,0,7,298
0,0,82,298
0,0,186,298
0,0,161,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,161,298
0,0,125,298
0,0,140,298
0,0,172,298
0,0,165,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,172,298
0,0,116,298
0,0,138,298
0,0,174,298
0,0,164,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,168,298
0,0,136,298
0,0,135,298
0,0,159,298
0,0,168,298
0,0,165,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
0,0,166,298
3,3,167,298
0,0,162,298
20,20,173,298
177,177,228,298
89,89,163,298
10,10,235,298
0,0,249,298
1,1,243,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,242,298
0,0,255,298
0,0,213,298
0,0,165,298
0,0,249,298
0,0,245,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,242,298
0,0,254,298
0,0,217,298
0,0,163,298
0,0,247,298
0,0,245,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,241,298
0,0,255,298
0,0,208,298
0,0,168,298
0,0,251,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,239,298
0,0,255,298
0,0,178,298
0,0,44,298
0,0,101,298
0,0,253,298
0,0,245,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,241,298
0,0,255,298
0,0,202,298
0,0,171,298
0,0,253,298
0,0,243,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,243,298
0,0,246,298
0,0,235,298
0,0,198,298
0,0,198,298
0,0,248,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,241,298
0,0,255,298
0,0,197,298
0,0,175,298
0,0,255,298
0,0,243,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,242,298
0,0,252,298
0,0,206,298
0,0,189,298
0,0,234,298
0,0,245,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,242,298
0,0,248,298
0,0,215,298
0,0,44,298
0,0,66,298
0,0,255,298
0,0,240,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,242,298
0,0,255,298
0,0,183,298
0,0,188,298
0,0,255,298
0,0,242,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,243,298
0,0,247,298
0,0,224,298
0,0,192,298
0,0,214,298
0,0,250,298
0,0,243,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,242,298
0,0,255,298
0,0,179,298
0,0,193,298
0,0,255,298
0,0,241,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,242,298
0,0,255,298
0,0,182,298
0,0,189,298
0,0,255,298
0,0,242,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,245,298
0,0,246,298
0,0,189,298
0,0,11,298
0,0,121,298
0,0,255,298
0,0,237,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,238,298
0,0,185,298
0,0,207,298
0,0,253,298
0,0,242,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,243,298
0,0,253,298
0,0,171,298
0,0,203,298
0,0,255,298
0,0,241,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,247,298
0,0,201,298
0,0,198,298
0,0,233,298
0,0,247,298
0,0,243,298
0,0,244,298
0,0,244,298
0,0,244,298
0,0,242,298
0,0,242,298
0,0,242,298
0,0,242,298
3,3,242,298
0,0,241,298
20,20,243,298
176,176,250,298
89,89,168,298
10,10,245,298
0,0,255,298
1,1,254,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,253,298
0,0,255,298
0,0,225,298
0,0,178,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,253,298
0,0,255,298
0,0,229,298
0,0,176,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,253,298
0,0,255,298
0,0,219,298
0,0,181,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,250,298
0,0,255,298
0,0,186,298
0,0,48,298
0,0,107,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,252,298
0,0,255,298
0,0,214,298
0,0,184,298
0,0,255,298
0,0,254,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,254,298
0,0,255,298
0,0,248,298
0,0,213,298
0,0,211,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,252,298
0,0,255,298
0,0,209,298
0,0,188,298
0,0,255,298
0,0,254,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,253,298
0,0,255,298
0,0,218,298
0,0,204,298
0,0,249,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,253,298
0,0,255,298
0,0,228,298
0,0,48,298
0,0,71,298
