R,G,B
3,1,2
3,1,2
4,0,1
4,0,1
4,0,1
5,1,2
6,2,3
6,2,3
7,3,4
7,3,4
5,1,2
5,1,2
5,1,2
5,1,2
5,1,2
5,1,2
5,1,2
6,0,2
10,1,2
11,1,2
11,1,2
10,1,2
10,1,2
10,1,2
10,1,2
8,2,2
7,1,1
6,2,1
6,2,1
6,2,1
6,2,1
4,3,1
4,3,1
6,2,0
11,1,0
12,1,0
12,1,0
12,1,0
12,1,0
12,1,0
11,1,0
11,1,0
14,4,3
14,4,3
14,4,3
13,3,2
12,4,2
12,4,2
11,3,1
11,2,5
13,1,11
13,1,13
13,1,13
13,1,11
12,2,11
12,2,11
12,2,11
12,2,11
12,0,10
14,1,11
17,1,12
18,0,12
20,0,12
22,0,13
24,0,14
21,4,12
12,9,2
7,11,0
8,10,0
7,8,0
8,7,2
7,6,1
9,5,2
9,4,1
12,7,4
14,6,4
15,5,4
16,6,4
17,6,2
18,7,3
20,7,1
21,6,3
23,1,3
26,1,5
27,2,6
27,2,6
27,2,6
23,1,4
21,0,2
19,0,1
21,1,3
20,1,3
20,1,3
20,1,3
20,1,3
18,2,3
18,2,3
18,2,2
19,5,2
16,5,1
15,4,0
15,4,0
13,2,0
11,2,0
11,2,0
9,2,0
14,7,0
11,7,0
10,6,0
9,5,0
8,6,0
9,7,0
10,8,0
11,8,1
8,6,7
7,5,10
8,3,9
9,4,10
11,4,11
12,5,12
13,3,11
11,1,9
10,3,11
10,3,11
8,3,10
7,3,10
5,4,10
4,5,10
2,5,10
4,5,9
5,4,2
8,3,0
7,2,0
7,1,1
6,0,2
5,0,4
4,0,5
4,0,5
4,1,8
4,1,8
4,1,8
4,1,8
3,2,7
3,2,7
3,3,5
4,2,7
5,0,7
7,0,10
9,1,9
9,2,9
9,2,9
7,2,6
5,1,2
4,0,1
6,2,3
4,2,3
4,2,3
4,2,3
4,2,5
4,2,7
4,2,7
4,2,7
5,3,6
4,2,3
3,1,2
2,0,1
2,0,1
3,1,2
3,1,2
4,2,3
5,3,4
4,2,3
4,2,3
5,1,2
5,1,2
5,1,2
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
5,1,2
5,1,2
5,1,2
5,1,2
6,2,3
6,2,3
6,2,3
6,2,3
8,2,2
8,2,2
8,2,2
8,2,2
8,2,2
8,2,2
8,2,2
7,3,2
7,3,2
7,3,2
7,3,2
7,3,2
5,4,2
5,4,2
5,4,2
7,3,0
10,2,0
11,1,0
11,1,0
11,1,0
11,1,0
11,1,0
11,1,0
10,2,0
14,6,4
13,4,5
13,4,5
13,4,5
12,3,4
10,5,4
10,4,4
12,3,4
13,4,9
13,3,11
13,4,9
13,4,9
13,4,9
13,4,9
13,4,9
14,3,9
15,2,9
18,3,10
20,3,11
21,1,10
22,1,10
22,1,10
26,3,13
24,8,11
14,9,3
10,12,1
9,10,2
10,9,4
10,9,4
12,8,5
13,8,5
14,6,4
17,7,6
17,7,6
18,7,5
21,7,4
22,7,2
23,8,3
25,8,1
26,7,3
27,6,5
27,5,7
27,5,7
27,5,7
26,4,6
25,3,5
22,2,3
22,2,3
24,4,5
23,5,5
23,5,5
23,5,5
23,5,3
23,5,3
23,5,3
23,5,3
24,6,6
25,5,7
24,4,6
23,5,5
22,4,4
19,3,3
19,3,3
18,4,1
22,8,5
19,8,2
18,7,1
16,7,0
16,7,0
16,9,0
17,10,0
18,11,5
14,5,6
13,4,7
12,3,6
13,2,6
15,4,8
16,4,6
15,3,5
14,2,4
15,3,7
14,3,7
13,4,7
10,4,8
9,4,8
7,5,8
5,5,7
6,4,5
11,6,2
13,6,0
12,4,1
11,3,0
11,3,1
10,1,4
7,1,5
7,1,5
7,2,8
7,2,8
7,2,8
5,3,8
5,3,6
4,4,6
4,4,6
5,3,8
6,0,10
7,1,13
7,1,11
7,2,9
7,2,8
4,2,7
3,1,4
3,1,2
4,2,3
4,2,3
4,2,3
4,2,3
4,3,5
4,2,5
6,1,7
6,1,5
6,4,5
5,3,4
4,2,3
3,1,2
2,0,1
3,0,2
3,1,2
4,2,3
5,3,4
5,3,4
5,3,4
7,3,4
7,3,4
7,3,4
6,2,3
6,2,3
6,2,3
6,2,3
6,2,3
5,1,2
5,1,2
6,2,3
6,2,3
7,3,4
7,3,4
7,3,4
8,4,5
7,3,2
8,2,2
8,2,2
7,3,2
7,3,2
7,3,2
7,3,2
7,3,2
7,3,2
5,4,2
5,4,2
5,4,2
5,4,2
5,4,2
5,4,2
7,3,2
10,2,0
11,1,0
11,1,3
10,1,2
10,1,2
10,1,2
10,1,2
10,1,2
14,5,6
12,6,8
11,5,7
11,5,7
11,5,7
10,4,6
10,4,6
10,4,6
12,7,4
14,6,3
14,6,3
14,6,3
14,6,3
14,6,3
15,5,3
15,5,3
16,5,3
19,5,4
21,6,3
22,4,2
22,2,1
23,3,2
27,6,5
28,10,8
18,8,6
15,10,6
15,10,7
17,8,9
18,8,9
20,8,10
22,7,10
23,7,10
25,6,10
25,6,8
26,6,7
28,6,8
30,6,6
30,6,4
32,7,3
31,7,3
29,8,5
28,8,7
27,8,4
27,8,4
25,7,3
26,8,4
26,8,4
26,8,5
27,10,3
27,10,3
27,10,3
25,10,3
25,10,3
25,10,3
25,10,3
28,8,7
35,5,13
36,4,15
36,5,13
36,5,13
35,4,12
34,5,10
34,5,10
32,6,9
35,10,13
32,11,10
31,10,9
30,10,9
30,11,7
29,11,7
30,12,8
31,13,9
29,11,9
29,9,8
28,8,7
29,8,5
31,10,7
31,10,5
