R,G,B
2,0,3
2,0,3
3,1,2
3,1,2
3,1,2
4,2,3
4,2,3
4,2,3
5,3,4
5,3,4
6,5,6
6,4,5
4,2,3
3,1,2
3,1,2
3,1,2
3,1,2
4,2,3
6,4,5
6,4,5
5,3,4
5,3,4
5,3,4
4,2,3
4,2,3
4,2,3
4,2,3
4,2,3
4,2,3
4,2,3
4,2,3
4,2,3
4,2,3
6,2,3
10,1,4
12,1,5
12,1,5
12,1,5
11,2,5
10,2,5
11,2,5
10,1,4
10,4,6
9,3,5
8,2,4
7,1,3
5,1,2
5,1,2
6,2,3
7,1,3
10,1,2
12,2,3
14,4,5
14,4,5
12,2,3
10,0,1
8,0,0
9,0,1
13,4,5
13,4,5
13,4,5
13,4,5
13,4,5
13,4,5
13,4,5
14,4,2
18,4,0
22,6,0
21,7,0
20,6,0
18,6,0
17,5,0
16,6,0
17,7,0
17,7,0
19,6,0
19,6,0
21,6,0
23,6,0
24,5,0
24,5,0
25,6,0
22,5,0
21,7,0
22,8,0
23,9,0
26,9,0
27,10,0
27,10,0
28,10,0
28,10,0
28,10,0
29,9,0
29,9,0
31,8,0
31,8,0
31,8,0
32,7,0
35,6,2
38,4,2
39,5,3
41,6,4
44,6,5
46,6,6
47,7,7
47,7,7
47,7,7
46,6,6
44,4,4
41,3,2
38,3,1
37,3,1
38,4,2
36,5,3
38,6,7
37,7,9
37,7,9
37,7,9
35,6,8
35,6,8
33,7,8
34,8,9
35,11,11
32,8,8
27,6,5
25,4,3
26,5,4
26,5,4
26,5,4
24,6,4
17,6,4
16,6,4
17,9,7
17,8,9
17,8,11
14,6,11
12,6,10
10,4,8
10,5,9
8,6,9
8,6,7
8,6,7
8,7,5
7,8,3
7,8,3
8,7,2
17,9,6
18,8,6
16,6,4
14,4,2
12,3,0
11,2,0
9,0,0
8,0,0
10,2,0
10,2,0
8,3,0
8,3,0
8,3,0
8,3,0
9,4,0
9,4,0
5,4,2
5,3,6
5,3,6
5,3,6
4,2,5
4,2,5
3,1,4
3,1,4
4,2,5
5,2,3
4,2,3
4,2,3
6,2,1
6,2,1
6,2,1
4,3,1
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
4,2,3
4,2,3
4,2,3
4,2,3
4,2,3
4,2,3
3,1,4
3,1,4
2,0,1
3,1,2
3,1,2
3,1,2
4,2,3
4,2,3
4,2,3
4,2,3
6,4,5
5,3,4
4,2,3
3,1,2
3,1,2
3,1,2
4,2,3
4,2,3
5,3,4
5,3,4
5,3,4
5,3,4
