R,G,B,T
89,89,139,298
89,89,163,298
89,89,168,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
89,89,154,298
89,89,142,298
89,89,168,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
89,89,154,298
89,89,142,298
89,89,169,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
89,89,149,298
89,89,146,298
89,89,170,298
89,89,165,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
90,90,172,298
77,77,122,298
29,29,40,298
46,46,90,298
98,98,182,298
87,87,163,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,169,298
89,89,144,298
89,89,152,298
89,89,170,298
89,89,165,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,169,298
89,89,143,298
89,89,153,298
89,89,170,298
89,89,165,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,167,298
89,89,140,298
89,89,158,298
89,89,169,298
89,89,165,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,167,298
89,89,166,298
89,89,140,298
89,89,159,298
89,89,169,298
89,89,165,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
90,90,161,298
76,76,87,298
9,9,12,298
70,70,134,298
97,97,180,298
87,87,163,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,168,298
89,89,162,298
89,89,139,298
89,89,164,298
89,89,168,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,167,298
89,89,165,298
89,89,155,298
89,89,147,298
89,89,165,298
89,89,167,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,169,298
89,89,157,298
89,89,140,298
89,89,167,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,169,298
89,89,156,298
89,89,141,298
89,89,168,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
87,87,162,298
97,97,182,298
59,59,95,298
27,27,31,298
68,68,130,298
90,90,168,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
89,89,150,298
89,89,145,298
89,89,170,298
89,89,165,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,169,298
89,89,149,298
89,89,149,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
89,89,145,298
89,89,150,298
89,89,170,298
89,89,165,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
9,9,163,298
9,9,237,298
9,9,251,298
9,9,245,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,244,298
9,9,255,298
9,9,210,298
9,9,172,298
9,9,254,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,243,298
9,9,255,298
9,9,208,298
9,9,174,298
9,9,254,298
9,9,245,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,244,298
9,9,255,298
9,9,192,298
9,9,186,298
9,9,255,298
9,9,244,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,243,298
9,9,255,298
8,8,146,298
3,3,36,298
5,5,140,298
10,10,255,298
9,9,241,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,245,298
9,9,255,298
9,9,177,298
9,9,203,298
9,9,255,298
9,9,243,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,245,298
9,9,255,298
9,9,175,298
9,9,205,298
9,9,255,298
9,9,243,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,247,298
9,9,249,298
9,9,167,298
9,9,221,298
9,9,255,298
9,9,244,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,248,298
9,9,247,298
9,9,166,298
9,9,223,298
9,9,255,298
9,9,244,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,243,298
9,9,255,298
9,9,230,298
8,8,43,298
1,1,7,298
7,7,203,298
10,10,255,298
9,9,241,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,245,298
9,9,252,298
9,9,235,298
9,9,163,298
9,9,239,298
9,9,251,298
9,9,245,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,245,298
9,9,248,298
9,9,244,298
9,9,215,298
9,9,187,298
9,9,242,298
9,9,249,298
9,9,245,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,244,298
9,9,255,298
9,9,219,298
9,9,168,298
9,9,250,298
9,9,247,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,246,298
9,9,244,298
9,9,255,298
9,9,216,298
9,9,169,298
9,9,251,298
9,9,247,298
9,9,246,298
