R,G,B,T
147,147,170,298
95,95,166,298
85,85,166,298
90,90,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,169,298
89,89,156,298
89,89,141,298
89,89,168,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,169,298
89,89,157,298
89,89,140,298
89,89,167,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
89,89,154,298
89,89,142,298
89,89,168,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
88,88,164,298
90,90,172,298
86,86,146,298
44,44,61,298
26,26,52,298
93,93,173,298
89,89,167,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
89,89,153,298
89,89,143,298
89,89,169,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
89,89,154,298
89,89,142,298
89,89,168,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
89,89,151,298
89,89,144,298
89,89,169,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,167,298
89,89,163,298
89,89,151,298
89,89,151,298
89,89,168,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
87,87,163,298
99,99,177,298
47,47,71,298
25,25,38,298
82,82,154,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,168,298
89,89,156,298
89,89,149,298
89,89,160,298
89,89,167,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
89,89,170,298
89,89,148,298
89,89,147,298
89,89,170,298
89,89,165,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,169,298
89,89,149,298
89,89,150,298
89,89,167,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,166,298
89,89,165,298
