R,G,B,T
142,142,170,298
96,96,170,298
84,84,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,171,298
85,85,160,298
85,85,145,298
85,85,169,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,171,298
85,85,159,298
85,85,146,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,171,298
85,85,157,298
85,85,151,298
85,85,167,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
88,88,158,298
41,41,66,298
29,29,57,298
81,81,161,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,155,298
85,85,154,298
85,85,165,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,148,298
85,85,156,298
85,85,171,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,169,298
85,85,156,298
85,85,155,298
85,85,165,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,169,298
85,85,144,298
85,85,162,298
85,85,171,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,171,298
84,84,163,298
70,70,112,298
17,17,31,298
67,67,134,298
87,87,173,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,165,298
85,85,143,298
85,85,167,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,168,298
85,85,159,298
85,85,151,298
85,85,168,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,171,298
85,85,160,298
85,85,145,298
85,85,169,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,171,298
85,85,159,298
85,85,146,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
87,87,172,298
55,55,95,298
33,33,49,298
63,63,127,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,171,298
85,85,153,298
85,85,150,298
85,85,171,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,152,298
85,85,155,298
85,85,168,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,148,298
85,85,156,298
85,85,171,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
85,85,170,298
97,97,169,298
31,31,226,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,214,298
16,16,175,298
16,16,238,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,211,298
16,16,177,298
16,16,238,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,205,298
16,16,190,298
16,16,232,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,202,298
8,8,74,298
5,5,78,298
15,15,227,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,201,298
16,16,199,298
16,16,227,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,182,298
16,16,204,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,238,298
16,16,202,298
16,16,201,298
16,16,226,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,236,298
16,16,173,298
16,16,218,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,225,298
13,13,126,298
3,3,38,298
12,12,189,298
16,16,240,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,227,298
16,16,170,298
16,16,231,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,234,298
16,16,211,298
16,16,189,298
16,16,234,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,214,298
16,16,175,298
16,16,238,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,212,298
16,16,177,298
16,16,238,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,239,298
16,16,240,298
10,10,114,298
