R,G,B
21,3,0
22,4,0
24,5,1
25,6,2
23,4,0
22,3,0
27,8,2
29,8,3
29,8,3
29,8,3
29,8,3
31,7,3
31,7,3
31,7,3
36,9,2
36,9,0
36,9,0
36,9,0
36,9,0
36,9,2
37,8,2
37,8,2
36,7,1
36,7,1
37,8,2
37,8,2
39,8,3
39,8,3
40,9,6
40,9,4
40,10,2
42,12,4
44,14,6
47,14,5
47,14,5
45,12,3
44,10,1
42,8,0
49,12,4
49,12,4
51,12,5
52,13,6
53,14,7
54,15,10
55,14,10
55,16,11
54,15,10
52,13,8
49,10,5
47,8,3
47,8,3
49,9,7
52,12,10
54,14,12
47,7,5
47,7,5
47,7,5
48,8,6
48,8,8
48,8,8
48,8,8
46,8,7
43,7,7
43,7,9
41,7,8
39,7,8
37,7,7
35,7,6
32,7,3
32,7,3
29,5,1
29,5,1
30,6,2
30,6,2
31,6,2
32,7,3
34,6,2
32,7,3
28,7,6
26,4,6
24,2,4
24,2,4
25,3,5
24,2,4
23,1,4
21,0,2
25,4,9
23,4,8
20,5,8
17,5,7
13,4,5
10,4,6
9,5,6
8,4,5
6,4,7
6,4,9
6,4,9
8,3,9
7,2,8
7,2,6
8,2,6
8,2,4
11,2,3
10,1,2
10,0,1
10,0,0
10,0,0
12,1,0
13,2,0
13,1,1
14,2,6
12,0,4
10,0,3
9,0,3
8,2,4
8,4,5
8,4,5
5,3,4
5,3,4
5,3,4
7,3,4
7,2,6
8,2,6
10,1,6
11,0,6
10,1,6
6,0,2
6,2,3
7,3,4
9,4,5
8,4,5
8,4,5
7,3,4
7,3,4
7,3,5
7,3,4
7,3,4
7,3,4
7,3,5
7,3,4
4,2,3
3,1,2
3,1,2
4,2,3
5,3,4
4,2,3
3,1,2
3,1,2
4,2,3
7,3,4
6,0,0
9,0,1
9,0,1
10,1,2
8,2,2
7,1,1
7,1,1
6,0,0
7,1,1
6,2,1
6,2,1
4,3,1
4,3,1
4,3,1
4,3,1
6,2,1
9,4,1
8,3,0
8,3,0
7,2,0
6,1,0
9,1,0
10,2,0
11,3,1
12,4,2
13,3,2
13,3,2
13,3,2
13,3,2
13,3,2
14,2,2
14,2,4
13,2,6
13,2,8
13,2,6
13,2,6
15,3,7
15,3,7
17,2,7
19,2,8
23,4,8
21,2,6
23,2,4
25,5,7
28,6,9
28,6,9
28,6,9
28,6,8
25,4,1
25,4,0
25,4,0
26,6,0
27,7,0
27,7,0
26,6,0
26,6,0
29,9,2
28,10,0
29,11,1
29,11,1
30,12,2
30,12,2
31,13,3
32,12,3
38,11,4
39,10,4
39,10,4
39,10,4
39,10,4
39,10,4
40,9,4
40,9,4
42,11,6
44,11,4
45,13,5
45,12,5
46,13,6
48,13,7
48,13,9
48,13,7
51,14,6
53,14,7
54,15,8
56,15,9
56,16,8
55,15,7
53,13,5
55,11,4
57,14,7
58,14,5
59,15,6
60,16,7
61,17,8
63,16,8
64,17,9
64,17,9
65,16,11
63,14,9
62,13,8
60,11,7
60,11,7
61,12,8
62,13,9
63,14,10
54,5,1
55,6,2
56,7,3
57,8,4
57,7,6
57,7,6
56,6,5
56,6,5
58,10,10
55,9,9
55,9,9
53,9,8
50,9,7
48,8,6
47,9,6
44,9,5
43,10,5
43,10,5
43,10,5
43,10,5
44,9,5
44,9,5
46,9,3
44,9,5
36,7,3
32,7,3
33,5,2
33,5,2
34,6,5
34,6,5
32,4,3
29,3,4
27,2,5
24,2,4
22,4,4
19,3,4
16,4,4
14,4,3
13,5,3
13,4,5
13,4,5
12,3,4
11,2,3
12,3,4
12,3,4
13,4,5
12,3,4
11,2,3
13,4,5
14,4,5
13,3,4
13,3,4
13,3,4
14,4,5
15,5,6
15,6,7
13,4,7
10,1,4
6,0,0
6,0,0
6,2,1
6,5,3
6,5,3
6,5,3
5,4,2
5,4,0
7,3,0
7,3,0
8,2,2
10,1,2
11,1,2
10,1,2
7,1,3
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
4,2,3
3,1,2
3,1,2
4,2,3
5,3,4
5,3,4
4,2,3
3,1,2
4,2,3
7,3,4
8,2,2
11,2,3
11,2,3
12,3,4
10,4,4
9,3,3
8,4,3
7,3,2
6,2,1
4,3,1
4,3,1
3,3,1
3,3,1
3,3,1
3,3,1
4,3,0
10,5,1
12,2,0
10,0,0
10,0,0
10,0,0
11,1,0
12,2,0
13,2,0
14,3,1
14,3,1
14,2,2
14,2,2
14,2,2
14,2,2
14,2,2
14,2,2
14,2,2
15,3,3
15,3,3
15,3,3
18,4,4
18,4,4
19,3,4
19,3,4
25,6,8
24,5,7
24,4,5
25,3,5
28,3,6
29,4,7
28,3,6
26,2,2
28,3,0
32,4,0
34,6,2
35,7,3
33,8,3
32,7,0
31,8,0
31,8,0
31,8,0
30,10,0
30,10,0
31,11,0
31,13,1
32,14,2
33,15,1
37,15,4
42,13,9
45,11,9
45,11,9
45,11,9
46,11,7
46,11,7
48,11,5
48,11,5
50,13,7
51,12,5
52,13,6
53,12,6
54,14,6
55,15,7
56,16,8
58,15,8
63,16,8
64,15,8
62,13,6
63,13,6
63,13,4
64,14,5
65,15,4
68,16,5
68,16,5
69,15,3
69,15,3
69,15,3
69,16,2
71,15,2
71,15,0
72,14,2
79,19,11
82,19,14
82,19,15
83,20,15
82,19,14
80,17,12
78,15,10
76,13,8
70,7,2
71,8,3
73,10,5
74,11,6
75,12,7
74,11,6
73,10,5
71,10,5
73,12,7
72,13,9
71,13,9
68,13,8
67,14,8
65,15,6
63,15,5
63,15,5
63,16,6
63,16,6
63,16,6
63,16,6
63,15,5
63,15,5
64,14,5
62,15,5
53,15,4
49,15,5
48,14,4
49,15,5
52,15,7
53,16,10
50,15,9
48,15,10
39,8,5
38,9,5
35,10,6
34,10,8
31,12,8
30,12,10
26,12,9
26,13,7
17,4,0
16,3,0
15,2,0
15,2,0
17,3,0
18,4,1
15,4,2
13,2,0
16,4,4
14,4,5
13,3,4
12,3,6
12,3,6
13,4,7
14,5,10
12,6,10
10,6,7
8,4,5
5,1,0
3,2,0
3,3,1
5,5,3
5,6,1
5,6,1
5,5,0
5,4,0
7,4,0
8,3,0
10,2,0
10,2,0
11,2,0
11,1,0
9,3,3
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
4,2,3
3,1,2
4,2,3
5,3,4
6,4,5
5,3,4
4,2,3
3,1,2
4,2,3
8,4,5
9,3,3
12,3,4
12,3,4
13,4,5
11,5,5
10,4,5
9,5,4
8,4,3
4,3,1
3,3,1
3,3,1
2,4,1
2,4,1
2,4,1
2,4,1
3,4,0
11,6,2
12,2,0
10,0,0
10,0,0
11,0,0
12,2,0
12,2,0
13,1,1
15,3,3
15,3,3
15,3,3
15,3,3
15,3,3
15,3,3
15,3,3
15,3,3
15,4,0
15,4,0
16,5,0
16,5,0
18,5,0
19,6,0
20,5,0
20,5,0
27,9,5
27,9,5
26,7,3
24,3,0
27,3,0
30,6,2
29,5,1
27,2,0
32,2,0
36,5,2
39,8,5
41,10,5
40,9,4
38,9,3
38,9,1
38,9,1
37,8,0
36,9,0
37,10,0
39,12,1
40,13,2
42,16,3
43,17,4
45,15,4
52,15,9
54,13,11
54,13,11
54,13,9
56,12,9
57,12,7
57,12,6
59,12,6
59,12,4
60,12,2
61,13,3
63,13,2
64,14,3
67,15,2
68,16,3
70,16,4
76,18,6
76,17,3
74,15,1
73,14,0
75,13,0
77,15,0
79,18,0
81,20,2
82,19,1
82,20,0
82,20,0
82,20,0
81,19,0
83,19,0
83,19,0
84,18,0
87,19,0
91,19,4
94,22,7
95,23,8
95,23,8
92,20,5
89,17,2
86,14,0
84,12,0
85,13,0
87,15,0
89,18,0
90,19,1
90,19,1
88,17,0
87,16,0
88,17,0
86,18,0
85,18,0
84,19,0
83,21,0
82,21,0
80,22,0
81,23,1
81,25,2
81,25,2
81,25,2
80,24,1
81,23,1
81,23,1
83,22,1
79,22,2
74,26,3
71,27,2
70,26,1
70,25,2
71,26,5
71,26,7
70,25,6
67,24,7
58,19,2
57,20,4
53,20,5
51,19,6
47,19,5
45,19,6
42,19,5
40,18,4
32,10,0
29,7,0
26,4,0
25,6,0
26,6,0
25,7,0
22,5,0
17,2,0
19,4,1
17,3,2
14,2,2
12,2,3
11,0,4
11,2,7
11,2,7
10,4,8
10,5,9
6,4,5
5,3,4
4,4,4
4,6,5
5,7,4
5,7,4
4,6,1
4,5,0
4,5,0
5,4,0
8,3,0
10,3,0
11,2,0
12,1,0
11,2,0
10,4,4
8,4,5
7,3,4
6,2,3
6,2,3
6,2,3
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
4,2,3
3,1,2
4,2,3
5,3,4
6,4,5
6,4,5
4,2,3
4,2,3
5,3,4
8,4,5
10,1,2
12,2,3
12,3,4
12,3,4
10,4,4
10,4,4
8,4,3
7,3,2
4,3,1
3,3,1
3,3,1
2,4,1
2,4,1
0,5,1
0,5,1
3,3,1
12,7,4
11,3,1
9,1,0
9,1,0
11,3,1
12,4,2
12,4,2
11,1,2
14,4,5
14,4,5
14,4,5
14,3,7
14,3,7
14,3,7
14,3,7
14,4,3
16,6,0
16,6,0
16,6,0
17,7,0
19,6,0
19,7,0
21,7,0
21,7,0
27,10,0
29,11,1
28,8,0
25,5,0
26,6,0
31,11,0
33,11,0
31,6,0
34,3,1
40,6,5
45,9,9
47,12,10
46,11,9
46,8,7
46,8,5
47,10,4
46,9,3
47,8,1
49,10,3
51,11,3
53,13,5
55,15,5
56,16,6
60,16,7
68,17,13
71,16,13
71,16,13
71,16,11
73,16,9
73,16,7
74,16,5
75,15,5
75,15,4
77,15,2
78,16,1
80,17,0
82,19,2
85,20,2
86,21,3
87,20,1
95,24,2
95,23,0
95,23,0
95,23,0
96,24,0
97,26,0
97,26,0
98,27,0
102,31,0
102,32,0
103,33,0
105,33,0
106,34,0
107,35,0
107,35,0
109,35,0
109,33,0
112,33,0
115,36,3
117,38,5
118,40,4
118,40,4
117,39,3
116,38,2
115,37,1
117,39,3
119,41,5
122,44,8
123,45,9
122,44,8
120,42,6
119,41,3
122,44,5
120,44,5
121,46,6
121,48,7
121,50,8
121,52,10
120,53,11
119,54,12
121,56,14
121,56,14
121,56,14
120,55,15
122,54,15
121,53,14
122,53,14
119,54,12
115,58,13
110,56,10
108,54,10
107,53,9
106,51,10
105,50,11
103,47,10
100,46,10
96,43,9
92,42,9
87,40,10
82,38,9
75,36,5
70,34,2
67,32,2
64,30,2
60,29,1
54,24,0
49,19,0
45,16,0
44,17,0
41,15,0
34,11,0
29,7,0
27,9,0
25,8,1
22,7,4
19,5,5
16,4,6
14,3,7
14,3,9
14,5,10
10,5,9
7,5,8
5,5,7
6,6,8
7,8,10
7,8,10
5,6,8
3,5,4
4,4,4
5,4,2
7,3,0
8,3,0
10,2,0
11,2,0
12,1,0
11,2,0
11,5,5
9,5,6
7,3,4
6,2,3
5,1,2
6,2,3
7,3,4
7,3,4
7,3,4
7,2,4
7,3,4
7,3,4
7,3,4
7,3,4
4,2,3
3,1,2
4,2,3
5,3,4
6,4,5
6,4,5
4,2,3
4,2,3
5,3,4
8,4,5
9,0,1
10,0,1
10,1,2
11,2,3
9,3,3
8,2,2
6,2,1
6,2,1
4,3,1
3,3,1
2,4,1
2,4,1
2,4,1
0,5,1
0,5,1
2,4,1
11,7,8
9,3,5
6,0,2
7,1,3
9,3,5
13,4,7
12,3,6
10,1,4
14,3,7
14,3,7
14,3,7
14,3,7
14,3,7
14,3,7
14,3,7
15,3,3
16,5,0
18,5,0
18,5,0
19,7,0
19,7,0
21,7,0
23,6,0
23,7,0
27,9,0
29,11,0
29,9,0
27,5,0
30,8,0
37,15,2
39,15,3
37,10,1
38,3,1
45,5,6
50,10,10
53,11,12
53,9,8
51,7,6
53,8,5
56,8,4
56,7,2
58,8,1
62,7,2
66,9,2
68,11,2
71,12,4
72,14,3
74,14,4
82,18,8
85,17,6
85,17,6
85,17,4
85,18,2
86,17,1
88,17,0
88,17,0
93,21,0
93,21,0
96,22,0
98,24,0
100,25,0
101,26,0
103,26,0
104,28,0
110,32,0
111,33,0
113,36,0
115,38,0
116,39,0
115,38,0
114,37,0
112,36,0
121,45,0
122,46,0
123,48,0
125,50,0
127,50,0
129,53,0
130,54,0
131,55,0
141,62,5
141,62,5
143,64,7
145,66,9
147,68,9
150,71,12
152,73,14
154,75,16
153,74,15
155,77,15
158,80,18
160,82,20
161,83,21
160,82,18
159,81,17
158,80,16
165,87,21
166,89,21
167,90,22
167,92,25
167,94,26
167,97,28
167,98,29
168,99,32
171,102,35
170,101,34
171,100,34
171,100,36
172,98,35
171,97,34
172,96,34
171,97,34
164,97,29
160,95,27
156,91,25
156,88,23
154,86,23
149,83,22
146,80,20
142,77,19
137,75,18
134,73,19
129,69,17
121,65,14
113,61,11
107,57,6
101,53,4
96,52,5
88,46,4
80,41,2
73,33,0
69,30,0
65,29,0
59,25,0
51,19,0
42,14,0
41,15,0
37,13,1
32,12,3
29,10,4
26,8,6
24,8,8
23,9,9
21,9,11
10,4,6
9,4,8
7,5,8
9,7,10
9,8,13
9,8,13
6,5,10
4,3,8
4,4,6
5,3,6
7,3,4
8,2,2
10,2,0
11,1,0
12,1,0
11,1,0
11,5,5
9,5,6
7,3,4
6,2,3
5,1,2
6,2,3
6,2,3
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
5,3,4
6,4,5
6,4,5
6,4,5
6,4,5
5,3,4
5,3,4
4,2,3
4,2,3
6,2,3
5,0,0
8,0,0
8,0,0
9,0,1
7,1,1
8,2,2
7,2,2
8,4,3
5,4,2
5,4,2
4,4,2
4,4,2
4,4,2
3,5,2
3,5,2
4,4,4
9,7,10
8,3,7
5,0,4
7,1,5
9,3,7
10,4,8
9,3,7
10,1,6
16,5,11
16,5,11
17,5,9
16,4,8
15,3,7
15,3,7
16,4,8
20,5,8
22,6,6
21,6,3
20,5,2
23,5,3
24,6,4
25,6,2
25,4,1
24,3,1
33,10,4
34,11,5
36,11,4
36,11,4
37,10,3
39,12,5
42,15,8
47,17,9
45,5,3
49,5,4
51,5,5
55,7,5
58,9,5
63,9,7
66,11,8
70,11,7
71,8,3
76,9,3
81,11,3
85,12,5
88,11,3
91,12,5
94,16,6
97,18,5
99,21,1
103,23,0
104,24,1
104,24,0
103,23,0
105,24,0
106,25,0
109,26,0
112,28,0
114,30,0
117,32,0
121,36,0
127,40,0
130,43,0
133,46,1
134,48,0
135,53,0
138,56,0
142,61,0
145,64,1
148,67,2
152,71,5
156,76,7
158,80,8
168,90,16
170,92,17
172,94,19
175,98,20
179,102,24
182,105,25
185,108,28
186,109,27
189,115,30
190,116,29
192,118,31
195,121,34
197,123,34
200,126,37
201,128,36
202,129,37
206,133,41
207,134,42
209,136,44
211,138,44
213,139,45
213,140,46
213,140,46
213,140,45
218,144,47
218,144,47
218,144,47
218,146,48
219,147,49
217,147,49
217,149,50
217,149,52
223,153,57
222,152,57
222,149,55
223,148,55
225,147,57
224,147,57
224,144,55
220,143,53
216,141,48
215,140,47
212,137,46
210,133,45
206,128,43
203,125,42
201,123,41
198,121,41
187,111,33
182,109,32
176,104,28
169,100,25
161,95,21
152,88,14
144,82,9
136,77,9
129,74,17
122,71,18
117,66,17
108,60,12
101,54,10
90,47,5
80,40,4
72,36,4
70,36,9
62,30,9
51,22,6
44,17,6
40,15,8
38,14,10
34,13,10
29,11,9
19,7,7
17,6,10
16,7,10
13,7,11
11,6,12
10,5,12
6,3,10
4,2,9
3,0,7
6,1,8
8,3,9
10,4,8
11,2,5
12,1,5
14,2,4
14,4,5
9,3,5
7,3,4
7,3,4
6,2,3
6,2,3
7,3,4
7,3,4
8,4,5
7,3,4
7,3,4
7,3,4
8,4,5
8,4,5
9,5,6
5,3,4
6,4,5
6,4,5
6,4,5
6,4,5
5,3,4
5,3,4
4,2,3
4,2,3
6,2,3
6,0,0
9,0,1
9,0,1
9,0,1
7,1,1
7,1,1
7,3,2
7,3,2
3,0,0
3,0,0
2,1,0
3,2,0
3,2,0
4,3,1
4,4,2
5,3,4
11,9,12
11,6,12
9,4,10
10,3,10
13,7,11
15,9,13
16,7,10
16,5,9
18,6,10
21,6,9
21,6,9
21,5,6
21,5,6
21,5,6
25,6,8
28,8,10
27,4,10
29,4,10
29,4,8
31,5,9
32,5,10
34,8,11
36,7,9
36,6,6
34,4,2
36,5,3
38,7,4
40,7,2
41,8,3
44,9,5
48,13,7
54,15,8
62,15,7
64,14,3
67,15,4
69,15,5
73,15,4
75,15,4
79,15,3
83,14,0
87,14,0
92,15,0
98,17,0
103,18,0
105,18,0
110,19,0
114,21,3
115,25,0
114,29,0
117,33,0
121,37,0
125,41,0
129,45,0
135,49,0
140,54,3
143,58,4
148,62,5
150,64,5
157,68,8
163,75,12
169,81,17
175,87,23
180,93,26
181,97,25
187,109,27
189,113,27
193,117,31
196,120,32
199,123,35
202,127,36
206,131,38
209,135,40
212,140,42
213,141,43
215,143,43
218,146,46
221,149,47
224,152,50
226,154,51
225,157,50
229,163,51
230,164,51
231,165,52
233,168,52
235,170,54
237,172,54
239,174,56
240,175,57
235,170,52
236,171,51
238,173,53
239,175,52
240,176,53
240,176,52
240,176,52
239,175,51
245,177,52
245,177,50
245,177,50
243,178,52
243,178,52
243,177,54
242,178,54
243,177,54
237,171,49
238,169,48
237,166,48
240,165,48
241,164,50
242,162,49
241,161,48
240,158,46
244,162,50
243,161,49
242,160,48
242,157,48
240,155,48
239,152,47
236,150,47
235,149,48
229,143,44
224,140,42
219,136,40
213,133,38
207,128,33
200,124,30
192,118,23
185,114,26
166,100,24
159,96,29
151,90,25
143,83,21
132,76,17
121,68,14
111,61,12
103,56,14
95,51,14
86,45,15
74,37,11
66,31,11
60,27,10
53,24,10
47,19,7
40,16,6
29,10,6
25,9,9
23,7,8
20,5,8
17,4,11
15,4,12
13,3,12
10,3,11
10,2,13
10,2,13
11,4,12
13,3,12
12,2,10
12,1,7
12,1,5
13,2,6
9,3,5
7,3,4
7,3,4
6,2,3
6,2,3
7,3,4
7,3,4
8,4,5
7,3,4
7,3,4
7,3,4
8,4,5
8,4,5
9,5,6
5,3,4
6,4,5
6,4,5
6,4,5
5,3,4
5,3,4
5,3,4
5,3,4
4,2,3
6,2,3
8,2,2
8,2,2
8,2,2
8,2,2
7,1,1
7,1,1
7,1,1
7,1,1
4,0,0
4,0,0
5,0,0
6,0,0
7,1,1
9,3,3
9,3,3
10,4,6
11,5,9
9,3,7
8,2,6
11,2,7
14,3,7
16,5,9
17,5,6
19,5,5
21,2,4
23,3,4
24,3,2
26,2,0
25,1,0
27,2,0
31,3,0
35,5,7
38,5,14
40,4,18
41,3,16
42,4,17
45,5,16
46,6,15
47,6,14
48,5,12
47,5,9
51,7,8
53,9,8
55,10,7
56,11,8
58,13,10
63,15,11
68,18,9
71,16,0
74,17,0
78,18,0
82,21,0
87,22,0
93,24,0
98,24,0
101,25,0
108,28,0
114,30,0
121,33,0
128,36,0
133,39,1
139,42,3
144,47,5
147,52,4
151,66,2
154,71,1
160,77,7
167,83,13
173,89,17
179,95,22
185,102,26
189,106,28
196,114,32
199,117,33
204,122,36
210,129,40
217,136,45
224,143,52
229,148,56
228,152,54
229,158,52
230,163,51
233,165,54
236,169,56
238,171,58
239,174,58
243,178,62
245,180,62
244,182,61
245,183,62
246,184,61
248,186,63
249,190,64
250,192,66
252,193,67
252,195,66
245,191,56
244,192,54
245,194,53
246,195,54
247,196,55
249,198,55
249,198,55
250,199,54
253,202,57
253,203,56
254,204,57
255,205,56
255,205,56
254,204,55
253,203,54
254,203,52
255,202,50
255,201,50
255,200,49
255,200,48
255,200,48
254,198,49
254,197,48
254,196,50
253,191,48
253,188,46
252,185,45
254,182,44
255,181,46
255,179,45
255,176,43
255,174,42
255,173,41
255,171,42
255,171,42
255,169,43
255,168,42
255,166,43
255,165,44
255,164,45
255,161,45
252,158,44
247,156,42
244,154,42
239,152,39
234,148,37
230,144,33
223,140,36
207,130,38
201,126,43
192,120,38
183,112,34
172,104,31
162,95,27
150,86,25
141,82,26
129,73,24
120,67,25
108,60,22
97,52,19
89,45,18
80,38,14
71,30,10
61,26,7
48,18,7
42,15,9
36,11,6
31,7,5
27,7,8
24,5,9
20,5,12
16,3,12
16,4,14
15,5,16
14,4,15
13,3,12
12,2,11
11,1,9
10,0,8
10,1,6
9,3,5
7,3,4
7,3,4
6,2,3
6,2,3
7,3,4
7,3,4
8,4,5
7,3,4
7,3,4
7,3,4
7,3,4
8,4,5
8,4,5
5,2,4
6,4,5
5,3,4
5,3,4
5,3,4
5,3,4
5,3,4
5,3,4
5,3,4
5,3,4
8,4,3
9,3,3
9,3,3
8,2,2
7,1,1
7,1,1
6,0,0
8,0,0
10,1,2
12,2,3
12,2,3
13,3,4
13,3,4
14,4,5
14,4,5
14,4,5
15,5,6
14,4,5
14,2,4
16,1,4
18,2,3
21,3,3
23,3,2
26,2,0
27,2,0
31,2,0
33,3,0
34,1,0
34,0,0
37,0,0
40,4,0
44,3,0
49,3,6
52,2,9
54,3,10
54,3,8
55,3,7
55,4,3
58,4,2
59,6,0
65,10,3
67,13,1
72,16,3
74,18,3
76,19,2
79,22,3
83,24,6
89,27,2
93,30,0
99,33,0
105,37,0
113,43,0
121,49,0
128,55,2
135,60,5
140,61,4
148,68,9
155,71,9
162,77,13
171,84,17
178,89,21
186,95,25
193,100,30
194,107,28
204,125,33
204,130,33
208,134,37
212,138,39
216,143,41
220,147,44
224,151,46
228,156,48
235,165,54
237,167,55
240,170,56
244,175,58
248,179,60
252,183,64
253,187,65
253,189,65
244,187,54
243,191,55
246,194,58
248,196,60
249,197,61
251,199,61
251,202,63
254,205,66
255,208,66
255,208,66
255,210,65
255,211,66
255,212,67
255,214,66
255,214,66
255,216,66
255,220,65
255,221,64
255,221,64
255,222,63
255,223,64
255,223,62
255,223,62
255,224,61
255,222,56
255,222,56
255,222,55
255,222,55
255,222,53
255,220,51
255,219,50
255,218,49
255,217,47
255,215,44
255,214,43
255,211,43
255,209,41
254,207,41
254,205,40
255,203,41
255,202,43
