R,G,B,T
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,134,298
1,1,57,298
1,1,106,298
1,1,133,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,122,298
1,1,14,298
0,0,0,298
0,0,12,298
1,1,121,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,133,298
1,1,107,298
1,1,56,298
1,1,134,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,118,298
1,1,48,298
1,1,131,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,134,298
1,1,56,298
1,1,107,298
1,1,133,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,135,298
1,1,66,298
1,1,95,298
1,1,134,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,128,298
1,1,23,298
0,0,0,298
0,0,6,298
1,1,113,298
1,1,133,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,117,298
1,1,49,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,134,298
1,1,55,298
1,1,108,298
1,1,133,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,135,298
1,1,65,298
1,1,96,298
1,1,134,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,135,298
1,1,77,298
1,1,83,298
1,1,135,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,135,298
1,1,66,298
0,0,0,298
0,0,0,298
0,0,71,298
1,1,135,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,124,298
1,1,46,298
1,1,128,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,135,298
1,1,64,298
1,1,97,298
1,1,134,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,135,298
1,1,75,298
1,1,84,298
1,1,135,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
1,1,132,298
178,178,218,298
178,178,171,298
1,1,132,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,210,298
0,0,105,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,230,298
0,0,92,298
0,0,254,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,109,298
0,0,205,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,236,298
0,0,25,298
0,0,0,298
0,0,24,298
0,0,235,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,207,298
0,0,107,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,228,298
0,0,93,298
0,0,254,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,107,298
0,0,207,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,127,298
0,0,183,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,247,298
0,0,43,298
0,0,0,298
0,0,11,298
0,0,218,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,226,298
0,0,94,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,105,298
0,0,210,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,125,298
0,0,186,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,148,298
0,0,160,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,126,298
0,0,0,298
0,0,0,298
0,0,138,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,241,298
0,0,87,298
0,0,248,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,123,298
0,0,188,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,145,298
0,0,163,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
1,1,255,298
178,178,255,298
178,178,171,298
1,1,132,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,210,298
0,0,105,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,230,298
0,0,92,298
0,0,254,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,109,298
0,0,205,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
0,0,255,298
